elapsed_sec,cores_active_percent,cpu_freq_ghz,cpu_freq_mhz,cpu_temp,cpu_total,disk_percent,disk_read_rate_mbps,disk_write_rate_mbps,gpu_clock_mhz,gpu_effective_throughput,gpu_mem_clock_mhz,gpu_mem_total_mb,gpu_mem_used_mb,gpu_power_w,gpu_temp,gpu_util,load_15m,load_1m,load_5m,mean_core_util,net_errors,net_recv_rate_mbps,net_sent_rate_mbps,peak_core_util,process_count,ram_percent,ram_total_mb,ram_used_mb,swap_percent,vcn_util
242,81.2,1.848,1848.5,67.875,19.6,11.2,0.0,0.1,2340.0,203.58,1000.0,2048.0,191.6,86.0,62.0,87.0,1.52,7.96,3.78,19.4,0.0,67.1,7.9,66.0,539.0,44.5,126428.7,55164.8,0.0,0.0
243,84.4,1.664,1664.4,64.875,21.0,11.2,0.0,0.0,2461.0,228.87,1000.0,2048.0,191.8,85.03,59.0,93.0,1.52,7.96,3.78,20.8,0.0,67.0,7.8,61.0,539.0,44.5,126428.7,55155.2,0.0,0.0
244,87.5,1.75,1750.2,63.0,21.2,11.2,0.0,0.0,2575.0,249.78,1000.0,2048.0,191.8,85.02,59.0,97.0,1.54,7.72,3.8,21.2,0.0,67.1,0.6,56.0,539.0,44.5,126428.7,55145.2,0.0,0.0
245,93.8,1.717,1717.1,61.75,21.2,11.2,0.0,0.3,2604.0,255.19,1000.0,2048.0,191.8,84.1,59.0,98.0,1.54,7.72,3.8,21.2,0.0,67.0,7.8,77.8,539.0,44.5,126428.7,55149.2,0.0,0.0
246,87.5,1.728,1728.2,61.0,20.9,11.2,0.0,0.0,2610.0,255.78,1000.0,2048.0,191.8,85.0,59.0,98.0,1.54,7.72,3.8,20.9,0.0,67.1,7.8,59.4,539.0,44.5,126428.7,55124.2,0.0,0.0
247,93.8,1.686,1686.0,60.625,21.8,11.2,0.0,0.0,2644.0,261.76,1000.0,2048.0,191.8,84.09,60.0,99.0,1.54,7.72,3.8,21.8,0.0,67.0,7.9,65.7,539.0,44.5,126428.7,55112.0,0.0,0.0
248,84.4,1.676,1676.3,60.5,21.7,11.2,0.0,0.0,2654.0,262.75,1000.0,2048.0,191.8,84.09,60.0,99.0,1.54,7.72,3.8,21.8,0.0,67.1,6.9,74.7,539.0,44.5,126428.7,55111.8,0.0,0.0
249,87.5,1.66,1659.6,60.375,21.5,11.2,0.0,0.0,2677.0,265.02,1000.0,2048.0,191.8,84.09,60.0,99.0,1.56,7.58,3.84,21.4,0.0,67.0,1.4,77.8,539.0,44.5,126428.7,55106.7,0.0,0.0
250,81.2,1.657,1656.8,60.25,21.2,11.2,0.0,0.0,2660.0,263.34,1000.0,2048.0,191.8,84.1,60.0,99.0,1.56,7.58,3.84,21.2,0.0,67.0,7.8,52.0,539.0,44.5,126428.7,55098.7,0.0,0.0
251,84.4,1.714,1714.5,60.25,21.4,11.2,0.0,0.0,2673.0,264.63,1000.0,2048.0,191.8,84.1,59.0,99.0,1.56,7.58,3.84,21.3,0.0,67.0,7.8,100.0,539.0,44.5,126428.7,55100.4,0.0,0.0
252,90.6,1.671,1670.8,60.25,21.4,11.2,0.0,0.1,2675.0,264.82,1000.0,2048.0,191.8,84.09,59.0,99.0,1.56,7.58,3.84,21.3,0.0,67.1,7.8,100.0,539.0,44.5,126428.7,55097.0,0.0,0.0
253,84.4,1.671,1671.4,60.25,21.0,11.2,0.0,0.0,2677.0,265.02,1000.0,2048.0,191.8,85.0,59.0,99.0,1.56,7.58,3.84,21.0,0.0,67.0,0.6,100.0,539.0,44.5,126428.7,55097.3,0.0,0.0
254,93.8,1.671,1671.4,60.25,21.4,11.2,0.0,0.0,2638.0,258.52,1000.0,2048.0,191.8,85.01,59.0,98.0,1.58,7.29,3.84,21.3,0.0,67.1,7.8,77.8,539.0,44.5,126428.7,55092.2,0.0,0.0
255,93.8,1.656,1655.8,60.125,22.4,11.2,0.0,0.0,2653.0,262.65,1000.0,2048.0,191.8,84.09,60.0,99.0,1.58,7.29,3.84,22.4,0.0,67.0,7.8,58.6,539.0,44.5,126428.7,55100.1,0.0,0.0
256,84.4,1.664,1663.5,60.125,21.6,11.2,0.0,0.0,2656.0,262.94,1000.0,2048.0,191.8,84.09,60.0,99.0,1.58,7.29,3.84,21.5,0.0,67.0,4.8,81.8,539.0,44.5,126428.7,55107.1,0.0,0.0
257,93.8,1.658,1658.0,60.125,22.5,11.2,0.0,0.0,2668.0,264.13,1000.0,2048.0,191.8,84.1,60.0,99.0,1.58,7.29,3.84,22.6,0.0,67.1,3.5,57.6,539.0,44.5,126428.7,55097.0,0.0,0.0
258,87.5,1.671,1671.1,60.25,22.4,11.2,0.0,0.1,2618.0,256.56,1000.0,2048.0,191.8,85.01,60.0,98.0,1.58,7.29,3.84,22.2,0.0,67.0,7.8,63.0,539.0,44.5,126428.7,55091.3,0.0,0.0
259,93.8,1.651,1650.8,60.25,23.0,11.2,0.0,0.0,2665.0,261.17,1000.0,2048.0,191.8,84.09,60.0,98.0,1.59,7.11,3.86,23.2,0.0,67.0,7.8,79.2,539.0,44.5,126428.7,55097.7,0.0,0.0
260,93.8,1.686,1685.9,60.25,22.1,11.2,0.0,0.0,2661.0,263.44,1000.0,2048.0,191.8,84.1,60.0,99.0,1.59,7.11,3.86,22.2,0.0,67.1,7.7,54.5,539.0,44.5,126428.7,55098.2,0.0,0.0
261,90.6,1.662,1661.9,60.25,21.0,11.2,0.0,0.0,2674.0,264.73,1000.0,2048.0,191.8,84.09,60.0,99.0,1.59,7.11,3.86,21.1,0.0,67.0,0.6,62.0,539.0,44.5,126428.7,55097.9,0.0,0.0
262,84.4,1.692,1691.7,60.375,21.4,11.2,0.0,0.0,2646.0,261.95,1000.0,2048.0,191.8,85.0,60.0,99.0,1.59,7.11,3.86,21.3,0.0,67.0,7.8,84.8,539.0,44.5,126428.7,55096.9,0.0,0.0
263,84.4,1.667,1667.2,60.375,21.3,11.2,0.0,0.0,2676.0,264.92,1000.0,2048.0,191.8,84.09,59.0,99.0,1.59,7.11,3.86,21.0,0.0,67.1,7.8,72.0,539.0,44.5,126428.7,55098.9,0.0,0.0
264,75.0,1.7,1700.2,60.5,20.1,11.2,0.0,0.0,2678.0,265.12,1000.0,2048.0,191.8,84.1,60.0,99.0,1.61,6.86,3.87,20.2,0.0,67.0,7.6,78.0,539.0,44.5,126428.7,55085.3,0.0,0.0
265,84.4,1.701,1701.4,60.625,20.1,11.2,0.0,0.0,2693.0,266.61,1000.0,2048.0,191.8,85.01,60.0,99.0,1.61,6.86,3.87,19.9,0.0,67.0,7.7,81.0,539.0,44.5,126428.7,55078.0,0.0,0.0
266,56.2,3.514,3514.3,71.0,11.2,11.2,0.0,0.0,1469.0,60.23,1000.0,2048.0,191.8,59.04,47.0,41.0,1.61,6.86,3.87,11.2,0.0,63.6,0.3,58.6,539.0,44.5,126428.7,55097.3,0.0,0.0
267,50.0,3.46,3459.7,76.625,9.7,11.2,0.0,0.1,925.0,13.88,1000.0,2048.0,191.8,48.01,47.0,15.0,1.61,6.86,3.87,9.8,0.0,69.1,7.7,50.5,539.0,44.5,126428.7,55089.3,0.0,0.0
268,40.6,3.275,3274.7,79.0,9.6,11.2,0.0,0.0,720.0,4.32,1000.0,2048.0,191.8,44.08,46.0,6.0,1.61,6.86,3.87,9.6,0.0,66.5,7.6,52.0,539.0,44.5,126428.7,55091.1,0.0,0.0
269,50.0,3.261,3260.6,80.0,9.1,11.2,0.0,0.0,644.0,1.29,1000.0,2048.0,191.8,43.04,46.0,2.0,1.6,6.39,3.82,9.1,0.0,66.4,0.4,52.5,539.0,44.5,126428.7,55092.9,0.0,0.0
270,40.6,3.17,3169.7,80.375,9.5,11.2,0.0,0.0,616.0,0.62,1000.0,2048.0,191.8,42.01,46.0,1.0,1.6,6.39,3.82,9.4,0.0,66.9,7.6,53.5,539.0,44.5,126428.7,55099.9,0.0,0.0
271,46.9,3.291,3291.0,79.625,9.5,11.2,0.0,0.0,606.0,0.0,1000.0,2048.0,191.8,41.04,46.0,0.0,1.6,6.39,3.82,9.6,0.0,68.0,7.6,32.0,539.0,44.5,126428.7,55128.6,0.0,0.0
272,37.5,3.263,3262.9,79.5,9.5,11.2,0.0,0.0,602.0,0.0,1000.0,2048.0,191.8,41.05,46.0,0.0,1.6,6.39,3.82,9.4,0.0,66.5,7.6,40.0,539.0,44.5,126428.7,55122.4,0.0,0.0
273,37.5,3.347,3347.1,79.875,9.5,11.2,0.0,0.0,601.0,0.0,1000.0,2048.0,191.8,41.03,45.0,0.0,1.6,6.39,3.82,9.4,0.0,66.7,0.4,53.0,539.0,44.5,126428.7,55102.8,0.0,0.0
274,56.2,3.561,3560.6,81.375,12.4,11.2,0.0,0.0,1198.0,35.94,1000.0,2048.0,192.4,65.02,60.0,30.0,1.63,6.44,3.87,12.4,0.0,67.0,7.7,52.5,540.0,44.3,126428.7,54819.6,0.0,0.0
275,62.5,3.558,3558.0,81.875,16.5,11.2,0.0,0.0,1956.0,140.83,1000.0,2048.0,192.4,98.05,64.0,72.0,1.63,6.44,3.87,16.5,0.0,68.2,7.9,73.7,540.0,44.3,126428.7,54841.3,0.0,0.0
276,68.8,3.567,3567.3,83.125,16.4,11.2,0.0,0.3,2155.0,183.18,1000.0,2048.0,192.4,108.07,60.0,85.0,1.63,6.44,3.87,16.5,0.0,66.7,7.9,62.2,540.0,44.7,126428.7,55336.8,0.0,0.0
277,62.5,2.032,2031.8,80.5,16.5,11.2,0.0,0.0,2425.0,227.95,1000.0,2048.0,192.4,114.02,64.0,94.0,1.63,6.44,3.87,16.4,0.0,67.4,0.6,66.7,540.0,44.7,126428.7,55315.1,0.0,0.0
278,81.2,1.675,1675.0,73.5,21.0,11.2,0.0,0.1,2660.0,258.02,1000.0,2048.0,192.4,101.05,61.0,97.0,1.63,6.44,3.87,20.9,0.0,66.8,7.9,70.0,540.0,44.7,126428.7,55300.5,0.0,0.0
279,87.5,1.665,1665.2,68.375,21.2,11.2,0.0,0.0,2675.0,262.15,1000.0,2048.0,192.4,91.08,60.0,98.0,1.65,6.32,3.89,21.2,0.0,66.9,7.9,63.3,540.0,44.6,126428.7,55281.4,0.0,0.0
280,78.1,1.656,1656.1,65.0,21.4,11.2,0.0,0.0,2658.0,260.48,1000.0,2048.0,192.4,87.06,59.0,98.0,1.65,6.32,3.89,21.4,0.0,67.5,7.8,72.7,540.0,44.6,126428.7,55276.3,0.0,0.0
281,78.1,1.655,1655.4,63.0,22.5,11.2,0.0,0.0,2691.0,266.41,1000.0,2048.0,192.4,85.1,59.0,99.0,1.65,6.32,3.89,22.5,0.0,68.3,7.9,77.2,540.0,44.6,126428.7,55264.1,0.0,0.0
282,71.9,1.669,1668.9,61.875,22.2,11.2,0.0,0.0,2676.0,264.92,1000.0,2048.0,192.4,85.03,59.0,99.0,1.65,6.32,3.89,22.2,0.0,66.1,0.6,68.7,540.0,44.6,126428.7,55262.8,0.0,0.0
283,78.1,1.697,1697.3,61.25,22.3,11.2,0.0,0.0,2698.0,267.1,1000.0,2048.0,192.4,85.01,59.0,99.0,1.65,6.32,3.89,22.4,0.0,67.5,7.9,61.6,540.0,44.6,126428.7,55260.3,0.0,0.0
284,84.4,1.679,1678.9,60.875,22.3,11.2,0.0,0.0,2691.0,266.41,1000.0,2048.0,192.4,85.01,60.0,99.0,1.67,6.22,3.91,22.4,0.0,67.6,0.5,78.6,540.0,44.6,126428.7,55235.9,0.0,0.0
285,71.9,1.666,1666.5,60.625,22.5,11.2,0.0,0.0,2653.0,259.99,1000.0,2048.0,192.4,84.09,59.0,98.0,1.67,6.22,3.91,22.3,0.0,66.2,7.9,79.0,540.0,44.6,126428.7,55223.6,0.0,0.0
286,81.2,1.731,1731.0,60.375,22.0,11.2,0.0,0.0,2681.0,265.42,1000.0,2048.0,192.4,85.0,60.0,99.0,1.67,6.22,3.91,21.8,0.0,63.1,7.8,76.0,540.0,44.6,126428.7,55212.1,0.0,0.0
287,93.8,1.707,1707.1,60.25,21.1,11.2,0.0,0.0,2681.0,265.42,1000.0,2048.0,192.4,84.09,60.0,99.0,1.67,6.22,3.91,21.0,0.0,66.8,7.9,63.6,540.0,44.6,126428.7,55204.9,0.0,0.0
288,87.5,2.967,2966.8,65.125,17.6,11.2,0.0,0.1,2229.0,171.63,1000.0,2048.0,192.2,81.07,62.0,77.0,1.67,6.22,3.91,17.8,0.0,66.0,0.6,69.0,539.0,44.3,126428.7,54807.9,0.0,0.0
289,65.6,1.688,1687.8,66.375,19.3,11.2,0.0,0.0,2337.0,203.32,1000.0,2048.0,191.0,86.01,63.0,87.0,1.69,6.12,3.93,19.2,0.0,67.6,7.9,72.7,539.0,44.2,126428.7,54781.3,0.0,0.0
290,93.8,1.688,1687.7,66.875,20.2,11.2,0.0,0.0,2397.0,213.33,1000.0,2048.0,192.0,86.02,59.0,89.0,1.69,6.12,3.93,20.1,0.0,67.9,7.8,85.9,539.0,44.6,126428.7,55273.1,0.0,0.0
291,71.9,1.684,1684.4,64.125,21.1,11.2,0.0,0.0,2529.0,240.26,1000.0,2048.0,192.0,85.02,59.0,95.0,1.69,6.12,3.93,21.0,0.0,66.6,7.9,97.0,539.0,44.6,126428.7,55246.1,0.0,0.0
292,68.8,1.661,1660.9,62.625,21.9,11.2,0.0,0.0,2629.0,255.01,1000.0,2048.0,192.0,85.01,60.0,97.0,1.69,6.12,3.93,21.9,0.0,66.5,7.9,100.0,539.0,44.6,126428.7,55243.6,0.0,0.0
293,84.4,1.698,1698.1,61.625,21.6,11.2,0.0,0.1,2667.0,261.37,1000.0,2048.0,192.0,85.01,60.0,98.0,1.69,6.12,3.93,21.4,0.0,66.8,0.6,100.0,539.0,44.6,126428.7,55264.2,0.0,0.0
294,84.4,1.666,1666.2,61.125,21.6,11.2,0.0,0.0,2646.0,261.95,1000.0,2048.0,192.0,85.02,60.0,99.0,1.7,5.95,3.93,21.5,0.0,68.2,7.8,100.0,539.0,44.6,126428.7,55258.8,0.0,0.0
295,78.1,1.726,1725.5,60.75,21.1,11.2,0.0,0.0,2652.0,262.55,1000.0,2048.0,192.0,84.1,59.0,99.0,1.7,5.95,3.93,21.1,0.0,66.3,0.6,100.0,539.0,44.6,126428.7,55262.5,0.0,0.0
296,78.1,1.696,1696.2,60.625,21.8,11.2,0.0,0.0,2686.0,265.91,1000.0,2048.0,192.0,85.0,60.0,99.0,1.7,5.95,3.93,21.8,0.0,67.1,14.0,100.0,538.0,44.6,126428.7,55272.6,0.0,0.0
297,87.5,1.706,1706.0,60.5,21.7,11.2,0.0,0.0,2684.0,265.72,1000.0,2048.0,192.0,85.01,60.0,99.0,1.7,5.95,3.93,21.6,0.0,67.7,1.7,100.0,538.0,44.6,126428.7,55250.4,0.0,0.0
298,78.1,1.737,1736.8,60.375,20.6,11.2,0.0,0.0,2669.0,264.23,1000.0,2048.0,192.0,84.1,60.0,99.0,1.7,5.95,3.93,20.4,0.0,66.4,7.8,100.0,538.0,44.6,126428.7,55251.2,0.0,0.0
299,81.2,1.699,1699.3,60.25,20.6,11.2,0.0,0.1,2669.0,264.23,1000.0,2048.0,192.0,84.1,60.0,99.0,1.73,6.03,3.98,20.5,0.0,67.3,7.9,100.0,538.0,44.6,126428.7,55247.1,0.0,0.0
300,81.2,3.508,3507.9,65.0,18.2,11.2,0.0,0.0,2199.0,164.92,1000.0,2048.0,192.0,77.06,55.0,75.0,1.73,6.03,3.98,18.1,0.0,66.6,7.9,90.1,538.0,44.6,126428.7,55219.0,0.0,0.0
301,78.1,1.677,1677.1,66.75,18.2,11.2,0.0,0.0,2321.0,199.61,1000.0,2048.0,192.0,86.02,63.0,86.0,1.73,6.03,3.98,18.2,0.0,68.8,7.8,99.0,538.0,44.6,126428.7,55210.7,0.0,0.0
302,84.4,1.747,1747.3,67.125,19.4,11.2,0.0,0.0,2407.0,211.82,1000.0,2048.0,191.6,86.07,64.0,88.0,1.73,6.03,3.98,19.3,0.0,65.9,0.6,76.0,538.0,44.9,126428.7,55654.7,0.0,0.0
303,87.5,1.732,1732.0,64.5,21.5,11.2,0.0,0.0,2479.0,233.03,1000.0,2048.0,191.6,85.03,59.0,94.0,1.73,6.03,3.98,21.5,0.0,66.5,7.9,79.8,538.0,44.6,126428.7,55225.3,0.0,0.0
304,78.1,1.697,1697.2,62.875,22.3,11.2,0.0,0.0,2607.0,252.88,1000.0,2048.0,191.6,85.01,60.0,97.0,1.76,6.11,4.03,22.3,0.0,67.5,5.1,72.7,538.0,44.6,126428.7,55230.8,0.0,0.0
305,78.1,1.684,1684.2,62.0,22.2,11.2,0.0,0.1,2662.0,260.88,1000.0,2048.0,191.6,85.0,60.0,98.0,1.76,6.11,4.03,22.0,0.0,65.5,3.3,94.9,538.0,44.6,126428.7,55221.7,0.0,0.0
306,84.4,1.665,1664.7,61.375,22.0,11.2,0.0,0.0,2660.0,263.34,1000.0,2048.0,191.6,85.0,59.0,99.0,1.76,6.11,4.03,22.1,0.0,67.0,7.8,58.0,538.0,44.6,126428.7,55217.8,0.0,0.0
307,81.2,3.135,3134.6,66.625,19.1,11.2,0.0,0.3,2208.0,167.81,1000.0,2048.0,191.8,79.04,57.0,76.0,1.76,6.11,4.03,18.8,0.0,67.1,7.9,62.0,540.0,44.4,126428.7,55026.0,0.0,0.0
308,81.2,1.725,1724.6,66.5,18.8,11.2,0.0,0.0,2337.0,203.32,1000.0,2048.0,191.8,86.02,63.0,87.0,1.76,6.11,4.03,19.0,0.0,67.0,4.2,53.0,540.0,44.2,126428.7,54721.2,0.0,0.0
309,81.2,1.753,1752.7,67.125,20.8,11.2,0.0,0.1,2397.0,210.94,1000.0,2048.0,192.1,85.05,63.0,88.0,1.79,6.18,4.08,20.6,0.0,67.1,5.9,53.0,540.0,44.6,126428.7,55244.9,0.0,0.0
310,84.4,1.718,1717.7,64.625,21.6,11.2,0.0,0.0,2506.0,235.56,1000.0,2048.0,192.1,85.02,60.0,94.0,1.79,6.18,4.08,21.6,0.0,67.1,6.0,62.6,540.0,44.6,126428.7,55214.6,0.0,0.0
311,90.6,1.791,1790.6,63.0,22.1,11.2,0.0,0.0,2591.0,251.33,1000.0,2048.0,192.1,85.01,59.0,97.0,1.79,6.18,4.08,22.1,0.0,67.0,7.8,99.0,540.0,44.6,126428.7,55216.6,0.0,0.0
312,87.5,1.736,1735.9,62.0,22.4,11.2,0.0,0.0,2648.0,259.5,1000.0,2048.0,192.1,85.0,60.0,98.0,1.79,6.18,4.08,22.3,0.0,67.0,7.8,99.0,540.0,44.6,126428.7,55189.8,0.0,0.0
313,90.6,1.779,1779.3,61.5,21.8,11.2,0.0,0.0,2666.0,263.93,1000.0,2048.0,192.1,85.0,60.0,99.0,1.79,6.18,4.08,21.7,0.0,67.0,7.8,98.0,540.0,44.6,126428.7,55174.4,0.0,0.0
314,84.4,1.712,1711.8,61.25,21.8,11.2,0.0,0.0,2653.0,262.65,1000.0,2048.0,192.1,84.09,60.0,99.0,1.81,6.25,4.13,21.7,0.0,67.1,0.6,99.0,540.0,44.6,126428.7,55175.4,0.0,0.0
315,84.4,1.672,1672.3,61.0,22.5,11.2,0.0,0.0,2681.0,265.42,1000.0,2048.0,192.1,85.0,60.0,99.0,1.81,6.25,4.13,22.5,0.0,67.1,7.8,74.3,540.0,44.5,126428.7,55163.7,0.0,0.0
316,93.8,1.696,1695.8,60.875,22.9,11.2,0.0,0.0,2669.0,264.23,1000.0,2048.0,192.1,85.0,60.0,99.0,1.81,6.25,4.13,23.0,0.0,67.0,7.8,87.0,540.0,44.5,126428.7,55164.8,0.0,0.0
317,93.8,1.652,1652.3,60.75,22.8,11.2,0.0,0.0,2632.0,260.57,1000.0,2048.0,192.1,84.09,60.0,99.0,1.81,6.25,4.13,22.8,0.0,67.1,7.8,71.7,540.0,44.5,126428.7,55148.2,0.0,0.0
318,96.9,1.741,1740.6,60.75,22.8,11.2,0.0,0.0,2663.0,263.64,1000.0,2048.0,192.1,85.0,60.0,99.0,1.81,6.25,4.13,22.9,0.0,67.0,0.5,60.2,540.0,44.5,126428.7,55153.2,0.0,0.0
319,87.5,1.766,1765.8,60.875,22.6,11.2,0.0,0.0,2678.0,265.12,1000.0,2048.0,192.1,85.0,60.0,99.0,1.84,6.31,4.18,22.6,0.0,67.1,7.8,90.0,540.0,44.5,126428.7,55153.6,0.0,0.0
320,90.6,1.754,1754.2,60.875,23.2,11.2,0.0,0.0,2686.0,265.91,1000.0,2048.0,192.1,85.0,61.0,99.0,1.84,6.31,4.18,23.2,0.0,67.0,7.8,85.1,541.0,44.5,126428.7,55158.0,0.0,0.0
321,96.9,1.679,1678.8,61.0,23.1,11.2,0.0,0.0,2628.0,257.54,1000.0,2048.0,192.1,85.02,60.0,98.0,1.84,6.31,4.18,23.1,0.0,67.0,6.9,72.0,541.0,44.5,126428.7,55154.1,0.0,0.0
322,96.9,1.67,1670.2,60.875,23.5,11.2,0.0,0.0,2580.0,252.84,1000.0,2048.0,192.1,84.08,60.0,98.0,1.84,6.31,4.18,23.4,0.0,67.1,6.9,66.0,541.0,44.5,126428.7,55153.2,0.0,0.0
323,100.0,1.702,1702.5,60.875,22.7,11.2,0.0,0.0,2596.0,254.41,1000.0,2048.0,192.1,85.0,60.0,98.0,1.84,6.31,4.18,22.7,0.0,67.0,2.3,60.2,541.0,44.5,126428.7,55140.2,0.0,0.0
324,90.6,1.703,1702.7,60.875,22.3,11.2,0.0,0.0,2620.0,256.76,1000.0,2048.0,192.1,84.09,60.0,98.0,1.87,6.36,4.22,22.4,0.0,67.1,7.8,55.6,541.0,44.5,126428.7,55142.3,0.0,0.0
325,100.0,1.693,1692.9,61.0,23.0,11.2,0.0,0.1,2680.0,265.32,1000.0,2048.0,192.1,85.0,60.0,99.0,1.87,6.36,4.22,23.0,0.0,67.0,5.5,68.3,541.0,44.5,126428.7,55144.2,0.0,0.0
326,81.2,1.81,1809.7,61.0,22.6,11.2,0.0,0.0,2682.0,265.52,1000.0,2048.0,192.1,85.0,61.0,99.0,1.87,6.36,4.22,22.6,0.0,67.0,2.8,61.6,541.0,44.5,126428.7,55155.3,0.0,0.0
327,100.0,1.808,1808.4,61.0,22.2,11.2,0.0,0.0,2698.0,267.1,1000.0,2048.0,192.1,85.0,61.0,99.0,1.87,6.36,4.22,22.2,0.0,67.1,7.8,57.6,541.0,44.5,126428.7,55166.4,0.0,0.0
328,87.5,1.732,1731.5,61.0,22.3,11.2,0.0,0.0,2704.0,267.7,1000.0,2048.0,192.1,85.0,61.0,99.0,1.87,6.36,4.22,22.2,0.0,67.0,7.7,75.0,541.0,44.5,126428.7,55163.5,0.0,0.0
329,90.6,1.805,1805.0,61.0,21.1,11.2,0.0,0.0,2703.0,267.6,1000.0,2048.0,192.1,85.01,61.0,99.0,1.9,6.5,4.29,21.0,0.0,67.0,0.6,98.0,524.0,44.5,126428.7,55165.6,0.0,0.0
330,96.9,1.854,1853.6,61.0,21.0,11.2,0.0,0.1,2691.0,266.41,1000.0,2048.0,192.1,84.1,60.0,99.0,1.9,6.5,4.29,21.0,0.0,67.1,7.8,65.7,524.0,44.6,126428.7,55179.5,0.0,0.0
331,93.8,1.775,1775.4,60.875,21.5,11.2,0.0,0.0,2690.0,266.31,1000.0,2048.0,192.1,84.09,61.0,99.0,1.9,6.5,4.29,21.5,0.0,67.0,7.8,61.2,524.0,44.6,126428.7,55197.2,0.0,0.0
332,93.8,1.831,1831.0,60.875,21.0,11.2,0.0,0.0,2665.0,263.83,1000.0,2048.0,192.1,85.02,61.0,99.0,1.9,6.5,4.29,20.8,0.0,67.0,7.8,66.0,524.0,44.6,126428.7,55193.7,0.0,0.0
333,93.8,1.74,1740.0,60.875,21.1,11.2,0.0,0.0,2671.0,264.43,1000.0,2048.0,192.1,84.09,60.0,99.0,1.9,6.5,4.29,21.1,0.0,67.1,7.8,64.0,524.0,44.6,126428.7,55190.6,0.0,0.0
334,87.5,1.772,1771.8,61.0,20.9,11.2,0.0,0.0,2687.0,266.01,1000.0,2048.0,192.1,84.1,61.0,99.0,1.95,6.86,4.4,21.0,0.0,67.0,0.5,72.7,524.0,44.6,126428.7,55170.2,0.0,0.0
335,87.5,1.781,1780.8,61.0,21.1,11.2,0.0,0.0,2675.0,264.82,1000.0,2048.0,192.1,84.09,61.0,99.0,1.95,6.86,4.4,21.0,0.0,67.0,7.8,65.7,524.0,44.6,126428.7,55173.0,0.0,0.0
336,81.2,2.386,2386.4,64.5,16.2,11.2,0.0,0.1,2016.0,137.09,1000.0,2048.0,192.1,71.01,48.0,68.0,1.95,6.86,4.4,16.2,0.0,67.0,7.7,55.0,524.0,44.5,126428.7,55157.0,0.0,0.0
337,59.4,2.314,2313.9,72.875,9.6,11.2,0.0,0.4,1121.0,28.02,1000.0,2048.0,192.1,51.05,47.0,25.0,1.95,6.86,4.4,9.4,0.0,67.0,0.4,47.0,524.0,44.5,126428.7,55163.4,0.0,0.0
338,46.9,2.415,2414.7,77.25,9.4,11.2,0.0,0.0,792.0,7.13,1000.0,2048.0,192.1,44.0,47.0,9.0,1.95,6.86,4.4,9.5,0.0,67.0,7.6,62.6,524.0,44.5,126428.7,55156.1,0.0,0.0
339,34.4,2.697,2697.3,79.25,9.4,11.2,0.0,0.0,671.0,2.01,1000.0,2048.0,192.1,41.08,47.0,3.0,1.97,6.71,4.41,9.4,0.0,67.0,7.7,58.0,524.0,44.5,126428.7,55159.2,0.0,0.0
340,40.6,2.699,2699.4,80.375,9.8,11.2,0.0,0.0,625.0,0.62,1000.0,2048.0,192.1,41.05,46.0,1.0,1.97,6.71,4.41,9.6,0.0,67.0,7.6,51.5,524.0,44.5,126428.7,55160.1,0.0,0.0
341,40.6,2.827,2827.0,80.5,9.4,11.2,0.5,0.1,609.0,0.0,1000.0,2048.0,192.1,41.02,46.0,0.0,1.97,6.71,4.41,9.5,0.0,67.0,0.4,50.5,524.0,44.5,126428.7,55164.2,0.0,0.0
342,37.5,2.776,2776.2,80.75,9.4,11.2,0.0,0.0,603.0,0.0,1000.0,2048.0,192.1,40.07,46.0,0.0,1.97,6.71,4.41,9.2,0.0,67.0,7.6,52.5,524.0,44.5,126428.7,55165.8,0.0,0.0
343,34.4,2.56,2560.1,80.625,9.5,11.2,0.0,0.0,601.0,0.0,1000.0,2048.0,192.1,40.07,46.0,0.0,1.97,6.71,4.41,9.3,0.0,67.0,7.6,52.0,524.0,44.5,126428.7,55162.4,0.0,0.0
344,46.9,2.48,2480.3,80.375,9.3,11.2,0.0,0.0,600.0,0.0,1000.0,2048.0,192.1,40.1,45.0,0.0,1.99,6.65,4.44,9.3,0.0,67.0,0.4,52.5,524.0,44.5,126428.7,55156.1,0.0,0.0
345,40.6,2.667,2666.8,80.0,9.4,11.2,0.0,0.0,600.0,0.0,1000.0,2048.0,192.1,41.02,45.0,0.0,1.99,6.65,4.44,9.3,0.0,67.0,7.6,52.0,524.0,44.5,126428.7,55165.3,0.0,0.0
346,50.0,2.959,2959.1,83.75,13.5,11.2,0.0,0.0,1363.0,51.79,1000.0,2048.0,192.0,72.09,60.0,38.0,1.99,6.65,4.44,13.4,0.0,67.1,7.9,53.5,526.0,44.4,126428.7,54985.9,0.0,0.0
347,53.1,3.382,3382.2,86.5,16.9,11.2,0.0,0.0,1977.0,144.32,1000.0,2048.0,192.0,99.06,63.0,73.0,1.99,6.65,4.44,17.0,0.0,67.1,7.9,80.0,526.0,44.3,126428.7,54897.2,0.0,0.0
348,50.0,2.937,2937.1,88.75,17.2,11.2,0.0,0.0,2230.0,189.55,1000.0,2048.0,191.9,109.03,60.0,85.0,1.99,6.65,4.44,17.0,0.0,67.1,7.9,83.0,526.0,44.7,126428.7,55392.2,0.0,0.0
