elapsed_sec,board_power_w,cores_active_percent,cpu_freq_ghz,cpu_freq_mhz,cpu_temp,cpu_total,disk_percent,disk_read_rate_mbps,disk_write_rate_mbps,gpu_clock_mhz,gpu_effective_throughput,gpu_temp,gpu_util,load_15m,load_1m,load_5m,mean_core_util,net_errors,net_recv_rate_mbps,net_sent_rate_mbps,peak_core_util,process_count,ram_percent,ram_total_mb,ram_used_mb,swap_percent
12,79.67,100.0,2.11,2110.5,44.6,50.8,14.3,0.0,0.0,1530.0,148.41,44.0,97.0,0.56,2.19,1.08,52.0,0.0,67.9,0.5,92.9,454.0,39.6,125771.7,48195.1,0.0
13,80.88,100.0,1.92,1920.0,43.9,51.3,14.3,0.0,0.0,1530.0,149.94,44.0,98.0,0.56,2.1,1.08,52.3,0.0,65.0,8.4,92.9,454.0,39.6,125771.7,48193.8,0.0
14,85.46,100.0,2.109,2109.0,44.3,52.5,14.3,0.0,0.0,1530.0,149.94,44.6,98.0,0.56,2.1,1.08,53.2,0.0,66.3,8.4,93.2,454.0,39.6,125771.7,48196.0,0.0
15,80.66,100.0,2.136,2136.0,45.2,52.2,14.3,0.0,0.1,1530.0,148.41,44.7,97.0,0.56,2.1,1.08,53.6,0.0,66.4,0.5,94.0,454.0,39.6,125771.7,48214.9,0.0
16,80.95,100.0,1.821,1821.0,45.3,52.2,14.3,0.0,0.0,1530.0,148.41,44.4,97.0,0.56,2.1,1.08,53.4,0.0,66.2,8.3,92.8,454.0,39.7,125771.7,48220.6,0.0
17,79.5,100.0,1.893,1893.0,44.7,52.4,14.3,0.0,0.0,1530.0,149.94,44.7,98.0,0.56,2.1,1.08,52.9,0.0,66.3,8.4,91.7,456.0,39.7,125771.7,48220.4,0.0
18,62.12,100.0,2.211,2211.0,44.4,54.3,14.3,0.0,0.1,1530.0,149.94,43.7,98.0,0.57,2.09,1.09,55.6,0.0,66.5,0.6,92.9,456.0,40.3,125771.7,48990.0,0.0
19,65.06,100.0,2.39,2389.5,43.7,54.3,14.3,0.0,0.0,1530.0,149.94,43.5,98.0,0.57,2.09,1.09,56.0,0.0,66.4,8.4,94.1,456.0,40.3,125771.7,48996.3,0.0
20,60.1,100.0,2.019,2019.0,43.5,56.5,14.3,0.0,0.0,1530.0,148.41,44.2,97.0,0.57,2.09,1.09,57.6,0.0,67.3,8.5,94.3,456.0,40.3,125771.7,49000.2,0.0
21,60.26,100.0,2.553,2553.0,43.8,55.8,14.3,0.0,0.0,1530.0,148.41,43.4,97.0,0.57,2.09,1.09,57.0,0.0,65.8,4.0,94.3,456.0,40.7,125771.7,49494.7,0.0
22,77.4,100.0,2.318,2317.5,44.8,51.0,14.3,0.0,0.1,1530.0,146.88,44.9,96.0,0.57,2.09,1.09,52.2,0.0,66.3,4.9,91.6,456.0,40.7,125771.7,49484.7,0.0
23,73.43,100.0,2.128,2128.5,44.5,55.4,14.3,0.0,0.0,1530.0,148.41,45.0,97.0,0.6,2.48,1.19,56.4,0.0,66.5,8.4,92.0,456.0,40.7,125771.7,49484.1,0.0
24,77.3,100.0,2.11,2110.5,45.4,55.4,14.3,0.0,0.0,1530.0,148.41,45.3,97.0,0.6,2.48,1.19,56.7,0.0,65.0,0.5,91.5,456.0,40.7,125771.7,49492.4,0.0
25,77.39,100.0,1.893,1893.0,45.6,54.4,14.3,0.0,0.0,1530.0,149.94,45.3,98.0,0.6,2.48,1.19,55.9,0.0,67.3,8.3,92.2,456.0,40.7,125771.7,49483.2,0.0
26,74.5,100.0,1.857,1857.0,45.7,56.1,14.3,0.0,0.0,1530.0,148.41,45.7,97.0,0.6,2.48,1.19,57.8,0.0,65.6,8.4,92.8,456.0,40.7,125771.7,49495.0,0.0
27,75.62,100.0,2.102,2101.5,46.0,54.4,14.3,0.0,0.0,1530.0,149.94,45.8,98.0,0.6,2.48,1.19,56.1,0.0,67.5,0.5,92.8,456.0,40.7,125771.7,49492.4,0.0
28,74.35,100.0,2.011,2011.5,46.0,51.4,14.3,0.0,0.1,1530.0,140.76,46.0,92.0,0.62,2.61,1.24,53.2,0.0,66.5,8.3,91.4,456.0,40.7,125771.7,49495.4,0.0
29,76.12,100.0,1.911,1911.0,46.0,54.7,14.3,0.0,0.0,1530.0,149.94,46.1,98.0,0.62,2.61,1.24,56.1,0.0,66.2,8.3,92.9,456.0,40.7,125771.7,49495.9,0.0
30,76.72,100.0,2.463,2463.0,46.4,55.0,14.3,0.0,0.0,1530.0,149.94,46.3,98.0,0.62,2.61,1.24,56.4,0.0,66.1,0.6,91.5,456.0,40.7,125771.7,49514.1,0.0
31,74.77,100.0,2.409,2409.0,45.8,53.1,14.3,0.0,0.0,1530.0,149.94,46.2,98.0,0.62,2.61,1.24,54.4,0.0,66.8,8.2,91.4,456.0,40.7,125771.7,49481.6,0.0
32,77.27,100.0,2.198,2197.5,46.3,52.5,14.3,0.0,0.1,1530.0,149.94,46.4,98.0,0.62,2.61,1.24,53.4,0.0,66.5,8.3,93.2,456.0,40.7,125771.7,49482.2,0.0
33,78.55,100.0,2.33,2329.5,46.4,54.8,14.3,0.0,0.0,1530.0,149.94,46.6,98.0,0.65,2.8,1.3,55.9,0.0,67.2,4.1,94.4,456.0,40.7,125771.7,49491.8,0.0
34,77.05,100.0,2.066,2065.5,47.1,53.2,14.3,0.0,0.0,1530.0,149.94,47.0,98.0,0.65,2.8,1.3,54.4,0.0,65.7,4.7,90.5,456.0,40.7,125771.7,49478.4,0.0
35,75.82,100.0,1.974,1974.0,46.6,55.5,14.3,0.0,0.0,1530.0,142.29,46.8,93.0,0.65,2.8,1.3,56.9,0.0,66.8,8.3,94.1,456.0,40.7,125771.7,49476.8,0.0
36,78.76,100.0,2.134,2134.5,46.7,55.4,14.3,0.0,0.0,1530.0,148.41,46.9,97.0,0.65,2.8,1.3,56.4,0.0,66.6,7.9,94.4,456.0,40.7,125771.7,49489.0,0.0
37,80.92,100.0,2.498,2497.5,46.9,55.2,14.3,0.0,0.1,1530.0,149.94,47.2,98.0,0.65,2.8,1.3,56.5,0.0,66.7,0.6,94.3,456.0,40.7,125771.7,49481.5,0.0
38,77.73,100.0,1.92,1920.0,46.9,54.3,14.3,0.0,0.0,1530.0,149.94,47.1,98.0,0.68,3.05,1.38,55.6,0.0,66.3,8.3,95.6,456.0,40.7,125771.7,49476.6,0.0
39,80.25,100.0,2.126,2125.5,47.0,53.1,14.3,0.0,0.0,1530.0,148.41,47.1,97.0,0.68,3.05,1.38,54.4,0.0,67.0,8.3,94.5,456.0,40.7,125771.7,49476.4,0.0
40,78.63,100.0,2.242,2242.5,47.0,54.6,14.3,0.0,0.0,1530.0,148.41,47.1,97.0,0.68,3.05,1.38,55.7,0.0,66.3,8.3,90.2,456.0,40.7,125771.7,49475.2,0.0
41,76.04,100.0,2.571,2571.0,47.9,52.8,14.3,0.0,0.0,1530.0,149.94,47.5,98.0,0.68,3.05,1.38,53.9,0.0,67.4,0.6,94.4,456.0,40.7,125771.7,49480.1,0.0
42,83.19,100.0,2.145,2145.0,47.2,51.6,14.3,0.0,0.0,1530.0,149.94,47.5,98.0,0.68,3.05,1.38,53.1,0.0,65.9,8.3,95.2,456.0,40.7,125771.7,49488.3,0.0
43,79.1,100.0,2.172,2172.0,47.4,54.3,14.3,0.0,0.0,1530.0,149.94,47.6,98.0,0.71,3.37,1.47,55.2,0.0,66.6,8.3,91.0,456.0,40.7,125771.7,49491.7,0.0
44,79.46,100.0,2.397,2397.0,47.5,53.9,14.3,0.0,0.0,1530.0,148.41,47.8,97.0,0.71,3.37,1.47,55.2,0.0,66.7,3.2,93.0,456.0,40.7,125771.7,49480.3,0.0
45,81.43,100.0,2.47,2470.5,48.3,52.0,14.3,0.0,0.0,1530.0,148.41,47.8,97.0,0.71,3.37,1.47,53.4,0.0,65.6,5.6,94.3,456.0,40.7,125771.7,49488.4,0.0
46,79.26,100.0,2.09,2089.5,47.7,53.7,14.3,0.0,0.0,1530.0,149.94,47.9,98.0,0.71,3.37,1.47,54.4,0.0,67.5,8.3,93.1,456.0,40.7,125771.7,49477.0,0.0
47,80.66,100.0,2.595,2595.0,48.1,54.9,14.3,0.0,0.1,1530.0,149.94,48.0,98.0,0.71,3.37,1.47,56.1,0.0,66.2,8.3,94.3,456.0,40.7,125771.7,49477.9,0.0
48,78.0,100.0,2.487,2487.0,48.0,52.4,14.3,0.0,0.0,1530.0,149.94,48.1,98.0,0.75,3.82,1.6,53.6,0.0,66.4,0.6,94.1,456.0,40.7,125771.7,49493.0,0.0
49,64.94,100.0,2.208,2208.0,48.1,53.3,14.3,0.0,0.0,1530.0,148.41,46.8,97.0,0.75,3.82,1.6,54.6,0.0,68.0,8.3,91.0,456.0,39.8,125771.7,48356.3,0.0
50,62.74,100.0,2.416,2416.5,47.2,58.7,14.3,0.0,0.0,1530.0,149.94,47.3,98.0,0.75,3.82,1.6,59.9,0.0,65.0,8.2,94.3,456.0,39.8,125771.7,48380.0,0.0
51,40.11,100.0,2.392,2392.5,48.0,54.1,14.3,0.0,0.0,1530.0,0.0,45.8,0.0,0.75,3.82,1.6,55.1,0.0,67.5,7.9,94.3,456.0,39.8,125771.7,48358.7,0.0
52,76.37,100.0,2.528,2527.5,48.1,56.9,14.3,0.0,0.0,1530.0,146.88,47.4,96.0,0.75,3.82,1.6,58.1,0.0,68.0,0.6,95.5,456.0,40.2,125771.7,48851.7,0.0
53,79.72,100.0,2.091,2091.0,47.9,52.6,14.3,0.0,0.0,1530.0,149.94,47.8,98.0,0.79,4.08,1.69,53.8,0.0,65.1,8.2,94.3,456.0,40.1,125771.7,48836.8,0.0
54,79.99,100.0,1.918,1918.5,48.0,54.1,14.3,0.0,0.0,1530.0,149.94,47.7,98.0,0.79,4.08,1.69,55.1,0.0,63.3,8.3,94.6,456.0,40.2,125771.7,48848.3,0.0
55,77.74,100.0,1.948,1948.5,48.1,57.0,14.3,0.0,0.0,1530.0,149.94,48.1,98.0,0.79,4.08,1.69,57.8,0.0,65.8,8.3,90.9,456.0,40.2,125771.7,48848.0,0.0
56,79.76,100.0,2.373,2373.0,48.6,52.5,14.3,0.0,0.1,1530.0,149.94,48.3,98.0,0.79,4.08,1.69,53.3,0.0,67.0,0.5,90.4,456.0,40.2,125771.7,48864.5,0.0
57,78.25,100.0,2.082,2082.0,48.1,52.9,14.3,0.0,0.0,1530.0,149.94,48.4,98.0,0.79,4.08,1.69,53.9,0.0,66.4,8.2,94.6,456.0,40.2,125771.7,48847.1,0.0
58,78.1,100.0,2.181,2181.0,48.7,55.1,14.3,0.0,0.0,1530.0,149.94,48.3,98.0,0.81,4.15,1.74,56.4,0.0,66.5,8.2,94.4,456.0,40.2,125771.7,48847.6,0.0
59,82.92,100.0,2.48,2479.5,48.8,55.0,14.3,0.0,0.0,1530.0,148.41,48.5,97.0,0.81,4.15,1.74,55.7,0.0,66.9,0.6,93.7,456.0,40.1,125771.7,48836.6,0.0
60,81.64,100.0,2.146,2146.5,48.7,54.1,14.3,0.0,0.0,1530.0,148.41,48.7,97.0,0.81,4.15,1.74,55.1,0.0,66.1,8.4,95.5,456.0,40.2,125771.7,48866.8,0.0
61,77.95,100.0,2.118,2118.0,48.8,54.0,14.3,0.0,0.1,1530.0,149.94,48.8,98.0,0.81,4.15,1.74,55.4,0.0,65.4,8.2,94.3,456.0,40.2,125771.7,48861.8,0.0
62,79.34,100.0,2.121,2121.0,48.8,53.2,14.3,0.0,0.0,1530.0,148.41,49.0,97.0,0.81,4.15,1.74,54.1,0.0,66.5,8.4,94.2,456.0,40.2,125771.7,48848.5,0.0
63,79.46,100.0,2.355,2355.0,49.1,53.5,14.3,0.0,0.0,1530.0,149.94,48.9,98.0,0.87,4.7,1.9,55.0,0.0,66.4,0.6,94.1,457.0,40.1,125771.7,48836.0,0.0
64,77.44,100.0,2.074,2074.5,49.0,52.3,14.3,0.0,0.1,1530.0,149.94,49.0,98.0,0.87,4.7,1.9,53.4,0.0,66.4,8.2,94.4,457.0,40.1,125771.7,48839.4,0.0
65,84.37,100.0,2.19,2190.0,49.1,54.6,14.3,0.0,0.0,1530.0,148.41,49.1,97.0,0.87,4.7,1.9,56.0,0.0,66.5,8.4,93.8,457.0,40.1,125771.7,48832.4,0.0
66,81.49,100.0,2.418,2418.0,49.3,53.8,14.3,0.0,0.0,1530.0,149.94,49.2,98.0,0.87,4.7,1.9,55.0,0.0,66.4,0.5,93.9,457.0,40.1,125771.7,48833.2,0.0
67,82.95,100.0,2.1,2100.0,49.2,52.9,14.3,0.0,0.0,1530.0,149.94,49.3,98.0,0.87,4.7,1.9,54.3,0.0,66.4,8.2,94.1,457.0,40.2,125771.7,48850.2,0.0
68,80.19,100.0,2.361,2361.0,49.2,53.9,14.3,0.0,0.0,1530.0,149.94,49.6,98.0,0.9,4.88,1.98,54.9,0.0,66.5,8.3,94.2,457.0,40.1,125771.7,48838.3,0.0
69,81.84,100.0,2.328,2328.0,49.8,55.8,14.3,0.0,0.1,1530.0,149.94,49.4,98.0,0.9,4.88,1.98,56.6,0.0,66.4,0.6,93.7,457.0,40.1,125771.7,48839.4,0.0
70,81.09,100.0,2.244,2244.0,49.5,51.1,14.3,0.0,0.0,1530.0,148.41,49.3,97.0,0.9,4.88,1.98,52.5,0.0,66.4,8.2,94.0,457.0,40.1,125771.7,48843.1,0.0
71,79.7,100.0,2.127,2127.0,49.4,52.1,14.3,0.0,0.0,1530.0,149.94,49.4,98.0,0.9,4.88,1.98,53.2,0.0,66.4,8.3,94.5,449.0,40.1,125771.7,48836.7,0.0
72,78.42,100.0,2.156,2155.5,49.5,53.2,14.3,0.0,0.0,1530.0,149.94,49.4,98.0,0.9,4.88,1.98,54.2,0.0,67.1,8.2,94.2,450.0,40.1,125771.7,48831.9,0.0
73,78.71,100.0,2.438,2437.5,49.9,53.4,14.3,0.0,0.0,1530.0,149.94,49.8,98.0,0.96,5.45,2.15,54.8,0.0,66.1,0.6,94.0,450.0,40.1,125771.7,48833.7,0.0
74,77.18,100.0,1.992,1992.0,49.7,52.7,14.3,0.0,0.0,1530.0,149.94,49.7,98.0,0.96,5.45,2.15,54.3,0.0,66.1,8.2,92.9,450.0,40.1,125771.7,48842.9,0.0
75,77.18,100.0,2.084,2083.5,49.8,55.4,14.3,0.0,0.0,1530.0,149.94,49.8,98.0,0.96,5.45,2.15,56.6,0.0,66.5,8.4,94.0,450.0,40.1,125771.7,48835.8,0.0
76,49.58,100.0,2.601,2601.0,50.4,55.3,14.3,0.0,0.0,1521.0,36.5,47.9,24.0,0.96,5.45,2.15,56.6,0.0,66.5,0.6,94.1,450.0,42.2,125771.7,51362.2,0.0
77,61.06,100.0,2.018,2017.5,48.5,53.0,14.3,0.0,0.0,1530.0,149.94,48.4,98.0,0.96,5.45,2.15,54.0,0.0,66.3,8.4,89.8,450.0,41.8,125771.7,50918.2,0.0
78,57.51,100.0,1.893,1893.0,48.9,59.3,14.3,0.0,0.0,1530.0,149.94,48.9,98.0,1.05,6.38,2.39,60.0,0.0,66.5,8.3,90.9,450.0,41.8,125771.7,50905.8,0.0
79,39.35,100.0,2.391,2391.0,48.1,56.4,14.3,0.0,0.1,1512.0,0.0,47.1,0.0,1.05,6.38,2.39,57.4,0.0,66.4,8.3,95.5,450.0,41.6,125771.7,50981.6,0.0
80,78.74,100.0,2.544,2544.0,49.2,55.7,14.3,0.0,0.0,1530.0,148.41,49.1,97.0,1.05,6.38,2.39,57.0,0.0,66.4,0.5,91.7,450.0,42.2,125771.7,51368.7,0.0
81,76.71,100.0,1.722,1722.0,49.4,51.8,14.3,0.0,0.0,1530.0,149.94,49.7,98.0,1.05,6.38,2.39,52.3,0.0,66.4,8.3,92.0,450.0,42.2,125771.7,51381.2,0.0
82,77.17,100.0,2.092,2092.5,49.8,53.9,14.3,0.0,0.0,1530.0,149.94,49.9,98.0,1.05,6.38,2.39,55.1,0.0,66.4,8.2,94.0,450.0,42.2,125771.7,51383.1,0.0
83,79.56,100.0,2.536,2536.5,49.9,53.5,14.3,0.0,0.0,1530.0,149.94,49.8,98.0,1.13,7.15,2.62,55.2,0.0,66.5,8.3,92.8,450.0,42.2,125771.7,51371.2,0.0
84,77.03,100.0,2.352,2352.0,50.7,51.4,14.3,0.0,0.0,1530.0,149.94,50.0,98.0,1.13,7.15,2.62,52.4,0.0,66.4,0.5,92.8,450.0,42.2,125771.7,51369.8,0.0
85,80.62,100.0,2.154,2154.0,50.6,48.7,14.3,0.0,0.0,1530.0,149.94,50.0,98.0,1.13,7.15,2.62,50.2,0.0,66.4,8.2,92.9,450.0,42.2,125771.7,51383.6,0.0
86,67.02,100.0,2.29,2290.5,50.8,51.8,14.3,0.0,0.1,1530.0,140.76,50.3,92.0,1.13,7.15,2.62,52.9,0.0,66.5,8.2,94.1,450.0,42.2,125771.7,51375.5,0.0
87,76.99,100.0,2.082,2082.0,50.7,51.8,14.3,0.0,0.0,1530.0,148.41,50.2,97.0,1.13,7.15,2.62,52.6,0.0,66.4,8.2,92.9,450.0,42.2,125771.7,51378.4,0.0
88,76.33,100.0,2.348,2347.5,50.0,50.1,14.3,0.0,0.0,1530.0,149.94,50.2,98.0,1.15,6.98,2.66,51.2,0.0,66.4,0.6,92.6,450.0,42.2,125771.7,51398.0,0.0
89,76.51,100.0,2.074,2074.5,49.9,51.0,14.3,0.0,0.0,1530.0,148.41,50.2,97.0,1.15,6.98,2.66,52.4,0.0,66.4,8.1,93.1,450.0,42.2,125771.7,51374.4,0.0
90,76.36,100.0,2.354,2353.5,50.5,51.3,14.3,0.0,0.0,1530.0,149.94,50.4,98.0,1.15,6.98,2.66,53.2,0.0,66.4,8.2,92.6,451.0,42.2,125771.7,51399.1,0.0
91,74.33,100.0,2.037,2037.0,50.2,50.6,14.3,0.0,0.2,1530.0,149.94,50.4,98.0,1.15,6.98,2.66,52.0,0.0,66.4,8.2,90.7,450.0,42.2,125771.7,51373.7,0.0
92,74.95,100.0,2.157,2157.0,50.5,50.3,14.3,0.0,0.0,1530.0,122.4,50.4,80.0,1.15,6.98,2.66,50.8,0.0,66.4,0.5,90.7,451.0,42.2,125771.7,51385.7,0.0
93,75.92,100.0,2.073,2073.0,50.9,50.7,14.3,0.0,0.0,1530.0,148.41,50.5,97.0,1.16,6.66,2.67,52.0,0.0,66.5,8.3,90.5,451.0,42.2,125771.7,51384.1,0.0
94,77.5,100.0,2.1,2100.0,51.0,49.6,14.3,0.0,0.0,1530.0,148.41,50.7,97.0,1.16,6.66,2.67,51.0,0.0,66.4,8.1,93.1,451.0,42.2,125771.7,51373.1,0.0
95,59.1,100.0,2.33,2329.5,51.1,53.2,14.3,0.0,0.0,1530.0,149.94,49.4,98.0,1.16,6.66,2.67,54.6,0.0,66.4,8.2,93.3,451.0,42.7,125771.7,52107.6,0.0
96,34.66,100.0,2.418,2418.0,50.3,52.0,14.3,0.0,0.1,1530.0,0.0,48.4,0.0,1.16,6.66,2.67,53.0,0.0,66.5,8.2,93.5,451.0,42.7,125771.7,52089.2,0.0
97,57.12,91.7,2.047,2047.5,49.5,51.4,14.3,0.0,0.0,1530.0,149.94,49.2,98.0,1.16,6.66,2.67,52.8,0.0,66.3,0.4,94.0,451.0,42.8,125771.7,52124.5,0.0
98,61.22,100.0,2.364,2364.0,49.6,48.2,14.3,0.0,0.0,1467.0,68.95,48.2,47.0,1.17,6.37,2.67,50.0,0.0,66.4,7.9,92.9,451.0,42.7,125771.7,52112.7,0.0
99,76.12,100.0,2.298,2298.0,49.9,48.9,14.3,0.0,0.0,1530.0,149.94,49.9,98.0,1.17,6.37,2.67,50.2,0.0,66.4,8.1,92.9,451.0,43.1,125771.7,52609.2,0.0
100,74.67,100.0,2.073,2073.0,50.4,46.9,14.3,0.0,0.1,1530.0,149.94,50.2,98.0,1.17,6.37,2.67,48.2,0.0,66.4,0.3,94.1,451.0,43.1,125771.7,52608.9,0.0
101,73.87,100.0,1.911,1911.0,50.5,47.0,14.3,0.0,0.0,1530.0,148.41,50.1,97.0,1.17,6.37,2.67,48.5,0.0,66.4,8.2,93.1,451.0,43.1,125771.7,52608.9,0.0
102,75.71,100.0,1.974,1974.0,50.5,47.6,14.3,0.0,0.0,1530.0,149.94,50.3,98.0,1.17,6.37,2.67,49.2,0.0,66.3,8.0,92.8,451.0,43.1,125771.7,52608.7,0.0
103,66.11,100.0,1.938,1938.0,50.5,47.7,14.3,0.0,0.0,1530.0,134.64,50.6,88.0,1.18,6.18,2.69,48.8,0.0,66.4,0.4,93.5,451.0,43.1,125771.7,52594.4,0.0
104,72.9,100.0,1.902,1902.0,50.7,47.3,14.3,0.0,0.0,1530.0,146.88,50.7,96.0,1.18,6.18,2.69,48.6,0.0,66.4,8.0,93.3,451.0,43.1,125771.7,52593.5,0.0
105,74.0,100.0,2.019,2019.0,50.7,48.2,14.3,0.0,0.0,1530.0,149.94,50.7,98.0,1.18,6.18,2.69,49.8,0.0,66.4,8.2,92.2,451.0,43.1,125771.7,52595.1,0.0
106,74.08,100.0,2.246,2245.5,50.9,49.4,14.3,0.0,0.0,1530.0,149.94,50.8,98.0,1.18,6.18,2.69,50.8,0.0,66.4,0.4,93.4,451.0,43.2,125771.7,52621.7,0.0
107,52.24,100.0,2.472,2472.0,49.6,56.6,14.3,0.0,0.1,1530.0,148.41,49.6,97.0,1.18,6.18,2.69,58.0,0.0,66.4,8.2,92.6,451.0,42.3,125771.7,51521.8,0.0
108,61.93,100.0,2.59,2590.5,49.6,53.9,14.3,0.0,0.0,1530.0,149.94,49.5,98.0,1.23,6.4,2.8,55.3,0.0,66.5,8.3,93.3,451.0,42.3,125771.7,51515.7,0.0
109,59.12,100.0,2.47,2470.5,49.5,51.0,14.3,0.0,0.0,1530.0,149.94,49.8,98.0,1.23,6.4,2.8,52.3,0.0,66.4,0.6,93.2,451.0,42.3,125771.7,51508.6,0.0
110,64.9,100.0,2.428,2428.5,50.2,52.7,14.3,0.0,0.0,1530.0,64.26,48.9,42.0,1.23,6.4,2.8,54.2,0.0,66.4,8.3,93.1,451.0,42.6,125771.7,51985.8,0.0
111,80.29,100.0,2.202,2202.0,50.3,50.8,14.3,1.5,0.0,1530.0,149.94,50.9,98.0,1.23,6.4,2.8,52.0,0.0,66.5,8.3,95.4,451.0,42.6,125771.7,51981.6,0.0
112,80.16,100.0,2.318,2317.5,50.2,50.5,14.3,0.0,0.0,1530.0,149.94,51.4,98.0,1.23,6.4,2.8,52.4,0.0,66.4,0.5,94.2,451.0,42.6,125771.7,51981.9,0.0
113,78.3,100.0,2.6,2599.5,50.7,49.9,14.3,0.0,0.0,1530.0,149.94,51.3,98.0,1.26,6.45,2.87,51.2,0.0,66.4,8.3,94.3,451.0,42.6,125771.7,51982.4,0.0
114,81.37,100.0,2.139,2139.0,50.8,50.5,14.3,0.0,0.0,1530.0,149.94,51.6,98.0,1.26,6.45,2.87,51.7,0.0,66.5,8.3,95.6,451.0,42.6,125771.7,51983.1,0.0
115,81.16,100.0,2.066,2065.5,50.8,50.2,14.3,0.0,0.0,1530.0,149.94,51.7,98.0,1.26,6.45,2.87,51.5,0.0,66.4,0.6,94.3,451.0,42.6,125771.7,51982.4,0.0
116,78.52,100.0,2.229,2229.0,50.7,50.4,14.3,0.0,0.0,1530.0,149.94,51.8,98.0,1.26,6.45,2.87,51.0,0.0,66.4,8.3,93.3,451.0,42.6,125771.7,51981.8,0.0
117,77.22,100.0,2.164,2164.5,51.8,51.4,14.3,0.0,0.1,1530.0,149.94,52.0,98.0,1.26,6.45,2.87,52.7,0.0,66.5,8.3,95.2,451.0,42.6,125771.7,51982.9,0.0
118,80.53,100.0,2.31,2310.0,52.2,50.5,14.3,0.0,0.0,1530.0,148.41,51.9,97.0,1.27,6.25,2.89,51.7,0.0,66.4,0.6,93.2,451.0,42.6,125771.7,51982.6,0.0
119,62.76,100.0,2.148,2148.0,52.2,50.6,14.3,0.0,0.0,1530.0,119.34,51.9,78.0,1.27,6.25,2.89,52.3,0.0,66.4,8.2,92.9,451.0,42.6,125771.7,51982.9,0.0
120,36.61,100.0,2.22,2220.0,51.6,49.6,14.3,0.0,0.0,1530.0,79.56,51.2,52.0,1.27,6.25,2.89,50.3,0.0,66.5,8.2,93.0,451.0,42.6,125771.7,51981.2,0.0
121,80.9,100.0,2.282,2281.5,51.4,50.7,14.3,0.0,0.1,1530.0,149.94,52.0,98.0,1.27,6.25,2.89,52.2,0.0,66.4,8.2,94.3,451.0,42.6,125771.7,51981.8,0.0
122,78.36,100.0,2.228,2227.5,51.7,51.9,14.3,0.0,0.1,1530.0,149.94,51.6,98.0,1.27,6.25,2.89,53.3,0.0,66.4,8.2,94.2,451.0,42.6,125771.7,51984.0,0.0
