elapsed_sec,cores_active_percent,cpu_freq_ghz,cpu_freq_mhz,cpu_temp,cpu_total,disk_percent,disk_read_rate_mbps,disk_write_rate_mbps,gpu_clock_mhz,gpu_effective_throughput,gpu_mem_clock_mhz,gpu_mem_total_mb,gpu_mem_used_mb,gpu_power_w,gpu_temp,gpu_util,load_15m,load_1m,load_5m,mean_core_util,net_errors,net_recv_rate_mbps,net_sent_rate_mbps,peak_core_util,process_count,ram_percent,ram_total_mb,ram_used_mb,swap_percent,vcn_util
860,68.8,2.734,2733.7,75.125,18.0,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,120.01,74.0,99.0,3.34,5.71,5.17,18.0,1.0,67.0,0.3,100.0,546.0,48.3,126428.7,59918.2,0.0,0.0
861,65.6,2.686,2686.0,75.0,18.3,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,119.09,75.0,99.0,3.34,5.71,5.17,18.1,1.0,67.0,0.2,100.0,546.0,48.3,126428.7,59912.5,0.0,0.0
862,68.8,2.8,2799.9,74.875,17.9,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,120.01,74.0,99.0,3.34,5.71,5.17,17.9,1.0,67.1,0.3,100.0,546.0,48.3,126428.7,59915.3,0.0,0.0
863,68.8,2.914,2913.5,74.75,17.9,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,120.0,74.0,99.0,3.34,5.49,5.14,17.9,1.0,67.0,0.3,100.0,546.0,48.3,126428.7,59913.9,0.0,0.0
864,81.2,2.754,2753.5,74.75,18.1,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,120.01,75.0,99.0,3.34,5.49,5.14,18.1,1.0,67.0,0.3,100.0,546.0,48.3,126428.7,59909.9,0.0,0.0
865,78.1,2.896,2896.0,74.75,18.3,9.4,0.0,0.0,2898.0,286.9,1000.0,2048.0,645.4,120.0,74.0,99.0,3.34,5.49,5.14,18.2,1.0,67.1,0.2,100.0,546.0,48.3,126428.7,59885.1,0.0,0.0
866,68.8,2.92,2920.1,81.5,15.8,9.4,0.0,0.1,2496.0,209.66,1000.0,2048.0,645.4,114.0,74.0,84.0,3.34,5.49,5.14,15.8,1.0,67.0,0.3,85.9,547.0,48.3,126428.7,59901.9,0.0,0.0
867,65.6,1.853,1853.3,82.375,18.1,9.4,0.0,0.0,2651.0,241.24,1000.0,2048.0,645.4,124.07,81.0,91.0,3.34,5.49,5.14,18.0,1.0,67.0,0.3,100.0,547.0,48.3,126428.7,59890.3,0.0,0.0
868,75.0,1.888,1888.5,82.5,18.9,9.4,0.0,0.0,2701.0,248.49,1000.0,2048.0,645.4,123.01,76.0,92.0,3.35,5.45,5.14,19.0,1.0,67.1,0.3,100.0,547.0,48.3,126428.7,59912.8,0.0,0.0
869,65.6,2.855,2854.8,79.75,20.1,9.4,0.0,0.0,2826.0,274.12,1000.0,2048.0,645.4,120.1,75.0,97.0,3.35,5.45,5.14,19.9,1.0,67.0,0.2,100.0,547.0,48.3,126428.7,59907.1,0.0,0.0
870,71.9,2.868,2867.5,77.875,18.3,9.4,0.0,0.0,2873.0,281.55,1000.0,2048.0,645.4,120.07,75.0,98.0,3.35,5.45,5.14,18.3,1.0,67.0,0.3,100.0,547.0,48.3,126428.7,59901.6,0.0,0.0
871,71.9,2.855,2854.8,76.625,18.5,9.4,0.0,0.1,2890.0,286.11,1000.0,2048.0,645.4,120.03,75.0,99.0,3.35,5.45,5.14,18.5,1.0,67.1,0.3,100.0,547.0,48.3,126428.7,59928.2,0.0,0.0
872,71.9,2.73,2729.7,75.875,18.1,9.4,0.0,0.0,2896.0,286.7,1000.0,2048.0,645.4,120.01,74.0,99.0,3.35,5.45,5.14,18.2,1.0,67.0,0.2,100.0,547.0,48.3,126428.7,59912.9,0.0,0.0
873,75.0,2.513,2512.8,75.5,18.5,9.4,0.0,0.0,2899.0,287.0,1000.0,2048.0,645.4,120.01,74.0,99.0,3.35,5.33,5.12,18.5,1.0,67.0,0.3,100.0,547.0,48.3,126428.7,59907.2,0.0,0.0
874,71.9,2.476,2476.0,75.25,18.3,9.4,0.0,0.0,2899.0,287.0,1000.0,2048.0,645.4,120.0,75.0,99.0,3.35,5.33,5.12,18.2,1.0,67.1,0.3,100.0,547.0,48.3,126428.7,59906.5,0.0,0.0
875,68.8,3.245,3244.7,81.75,16.3,9.4,0.0,0.0,2475.0,202.95,1000.0,2048.0,645.4,111.03,79.0,82.0,3.35,5.33,5.12,16.4,1.0,67.0,0.3,64.6,547.0,48.2,126428.7,59755.5,0.0,0.0
876,75.0,1.91,1910.3,83.625,18.1,9.4,0.0,0.0,2629.0,236.61,1000.0,2048.0,645.4,124.06,82.0,90.0,3.35,5.33,5.12,18.0,1.0,67.0,0.2,83.0,547.0,48.2,126428.7,59754.6,0.0,0.0
877,78.1,2.636,2635.9,82.5,19.0,9.4,0.0,0.0,2646.0,238.14,1000.0,2048.0,645.4,122.04,77.0,90.0,3.35,5.33,5.12,19.1,1.0,67.0,0.3,72.0,547.0,48.6,126428.7,60282.1,0.0,0.0
878,93.8,2.31,2310.0,80.125,21.0,9.4,0.0,0.1,2807.0,269.47,1000.0,2048.0,645.4,119.08,75.0,96.0,3.35,5.15,5.08,21.1,1.0,67.1,0.2,96.0,547.0,48.6,126428.7,60267.7,0.0,0.0
879,90.6,2.886,2885.9,78.125,18.5,9.4,0.0,0.0,2865.0,280.77,1000.0,2048.0,645.4,120.07,74.0,98.0,3.35,5.15,5.08,18.8,1.0,67.0,0.3,79.8,547.0,48.6,126428.7,60255.8,0.0,0.0
880,87.5,2.367,2367.3,77.0,18.9,9.4,0.0,0.0,2887.0,285.81,1000.0,2048.0,645.4,120.05,75.0,99.0,3.35,5.15,5.08,18.8,1.0,67.0,0.3,96.0,547.0,48.6,126428.7,60230.0,0.0,0.0
881,84.4,2.8,2800.2,76.25,18.9,9.4,0.0,0.0,2895.0,286.6,1000.0,2048.0,645.4,120.01,75.0,99.0,3.35,5.15,5.08,18.9,1.0,67.1,0.2,77.8,547.0,48.6,126428.7,60223.8,0.0,0.0
882,87.5,2.72,2719.8,75.75,19.2,9.4,0.0,1.0,2898.0,286.9,1000.0,2048.0,645.4,120.01,75.0,99.0,3.35,5.15,5.08,19.3,1.0,67.0,0.3,72.3,547.0,48.5,126428.7,60211.1,0.0,0.0
883,84.4,2.919,2918.9,75.5,18.7,9.4,0.0,0.1,2899.0,287.0,1000.0,2048.0,645.4,119.09,74.0,99.0,3.36,5.05,5.06,18.8,1.0,67.0,0.3,57.8,547.0,48.2,126428.7,59791.7,0.0,0.0
884,75.0,2.826,2825.9,75.25,18.4,9.4,0.0,0.0,2899.0,287.0,1000.0,2048.0,645.4,120.01,75.0,99.0,3.36,5.05,5.06,18.5,1.0,67.0,0.2,78.0,547.0,48.2,126428.7,59792.8,0.0,0.0
885,75.0,2.502,2501.7,75.125,18.7,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,120.0,75.0,99.0,3.36,5.05,5.06,18.9,1.0,67.1,0.3,72.3,547.0,48.2,126428.7,59789.6,0.0,0.0
886,75.0,2.654,2654.1,75.125,18.9,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,120.0,75.0,99.0,3.36,5.05,5.06,18.7,1.0,67.0,0.3,80.8,547.0,48.2,126428.7,59789.9,0.0,0.0
887,78.1,2.514,2513.9,75.25,18.5,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,120.0,75.0,99.0,3.36,5.05,5.06,18.6,1.0,67.0,0.2,100.0,547.0,48.2,126428.7,59782.1,0.0,0.0
888,68.8,2.555,2554.9,75.5,18.4,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,119.09,76.0,99.0,3.41,5.69,5.2,18.2,1.0,67.1,0.3,100.0,547.0,48.2,126428.7,59776.6,0.0,0.0
889,78.1,2.467,2466.6,75.5,18.1,9.4,0.0,0.0,2900.0,287.1,1000.0,2048.0,645.4,120.0,75.0,99.0,3.41,5.69,5.2,18.1,1.0,67.0,0.3,100.0,547.0,48.2,126428.7,59777.9,0.0,0.0
890,81.2,2.99,2990.0,75.75,18.5,9.4,0.0,0.0,2789.0,262.17,1000.0,2048.0,645.4,116.01,64.0,94.0,3.41,5.69,5.2,18.5,1.0,67.0,0.2,73.7,547.0,48.2,126428.7,59778.0,0.0,0.0
891,56.2,3.378,3377.6,83.625,10.4,9.4,0.0,0.0,1390.0,47.26,1000.0,2048.0,645.4,73.02,57.0,34.0,3.41,5.69,5.2,10.4,1.0,67.1,0.3,53.0,547.0,49.0,126428.7,60802.4,0.0,0.0
892,56.2,3.383,3383.3,90.625,15.6,9.4,0.0,0.0,1987.0,135.12,1000.0,2048.0,645.4,106.06,75.0,68.0,3.41,5.69,5.2,15.6,1.0,67.0,0.3,74.7,548.0,47.8,126428.7,59277.4,0.0,0.0
893,65.6,3.333,3332.7,94.125,16.6,9.4,0.0,0.0,2262.0,185.48,1000.0,2048.0,645.4,122.04,76.0,82.0,3.45,6.12,5.29,16.8,1.0,67.0,0.3,73.0,548.0,48.2,126428.7,59793.3,0.0,0.0
894,62.5,3.461,3461.1,93.0,16.8,9.4,0.0,0.1,2537.0,233.4,1000.0,2048.0,645.4,131.03,74.0,92.0,3.45,6.12,5.29,16.6,1.0,67.1,0.2,71.7,548.0,48.2,126428.7,59786.1,0.0,0.0
895,59.4,2.889,2888.7,88.875,17.2,9.4,0.0,0.0,2763.0,268.01,1000.0,2048.0,645.4,128.07,75.0,97.0,3.45,6.12,5.29,17.4,1.0,67.0,0.3,99.0,548.0,48.2,126428.7,59782.8,0.0,0.0
896,62.5,2.772,2772.3,83.625,16.9,9.4,0.0,0.0,2849.0,279.2,1000.0,2048.0,645.4,123.09,75.0,98.0,3.45,6.12,5.29,16.7,1.0,67.0,0.3,82.0,548.0,48.2,126428.7,59768.7,0.0,0.0
897,65.6,2.65,2650.2,80.375,16.3,9.4,0.0,0.0,2881.0,285.22,1000.0,2048.0,645.4,121.06,75.0,99.0,3.45,6.12,5.29,16.2,1.0,67.0,0.2,83.8,548.0,48.2,126428.7,59753.3,0.0,0.0
898,53.1,2.638,2637.5,78.375,15.9,9.4,0.0,0.0,2893.0,286.41,1000.0,2048.0,645.4,120.06,74.0,99.0,3.45,5.95,5.27,15.9,1.0,67.0,0.2,71.0,548.0,48.2,126428.7,59755.4,0.0,0.0
899,53.1,2.796,2795.5,77.125,16.2,9.4,0.0,0.0,2897.0,286.8,1000.0,2048.0,645.4,120.02,75.0,99.0,3.45,5.95,5.27,16.2,1.0,67.0,0.3,67.3,548.0,48.2,126428.7,59761.6,0.0,0.0
